{90, 83, 98, 97, 90, 10},
{90, 83, 98, 97, 90, 10},
{91, 83, 97, 98, 90, 11},
{91, 83, 97, 98, 90, 11},
{91, 82, 96, 98, 90, 12},
{91, 82, 96, 99, 90, 12},
{92, 82, 95, 99, 90, 12},
{92, 82, 95, 100, 90, 13},
{92, 82, 94, 100, 90, 13},
{93, 82, 94, 100, 90, 14},
{93, 82, 93, 101, 90, 14},
{93, 81, 93, 101, 90, 15},
{93, 81, 92, 101, 90, 15},
{94, 81, 92, 102, 90, 15},
{94, 81, 91, 102, 90, 16},
{94, 81, 91, 102, 90, 16},
{95, 81, 90, 103, 90, 17},
{95, 81, 90, 103, 90, 17},
{95, 80, 89, 104, 90, 17},
{95, 80, 89, 104, 90, 18},
{96, 80, 88, 104, 90, 18},
{96, 80, 88, 105, 90, 19},
{96, 80, 87, 105, 90, 19},
{97, 80, 87, 105, 90, 20},
{97, 79, 86, 106, 90, 20},
{97, 79, 86, 106, 90, 20},
{97, 79, 85, 106, 90, 21},
{98, 79, 85, 107, 90, 21},
{98, 79, 84, 107, 90, 22},
{98, 79, 84, 108, 90, 22},
{99, 79, 83, 108, 90, 22},
{99, 78, 83, 108, 90, 23},
{99, 78, 82, 109, 90, 23},
{99, 78, 82, 109, 90, 24},
{100, 78, 81, 109, 90, 24},
{100, 78, 81, 110, 90, 25},
{100, 78, 80, 110, 90, 25},
{101, 78, 80, 110, 90, 25},
{101, 77, 79, 111, 90, 26},
{101, 77, 79, 111, 90, 26},
{101, 77, 78, 112, 90, 27},
{102, 77, 78, 112, 90, 27},
{102, 77, 77, 112, 90, 27},
{102, 77, 77, 113, 90, 28},
{103, 77, 77, 113, 90, 28},
{103, 76, 76, 113, 90, 29},
{103, 76, 76, 114, 90, 29},
{103, 76, 75, 114, 90, 30},
{104, 76, 75, 114, 90, 30},
{104, 76, 74, 115, 90, 30},
{104, 76, 74, 115, 90, 31},
{105, 76, 73, 116, 90, 31},
{105, 75, 73, 116, 90, 32},
{105, 75, 72, 116, 90, 32},
{105, 75, 72, 117, 90, 32},
{106, 75, 71, 117, 90, 33},
{106, 75, 71, 117, 90, 33},
{106, 75, 70, 118, 90, 34},
{107, 75, 70, 118, 90, 34},
{107, 74, 69, 118, 90, 35},
{107, 74, 69, 119, 90, 35},
{107, 74, 68, 119, 90, 35},
{108, 74, 68, 120, 90, 36},
{108, 74, 67, 120, 90, 36},
{108, 74, 67, 120, 90, 37},
{109, 73, 66, 121, 90, 37},
{109, 73, 66, 121, 90, 37},
{109, 73, 65, 121, 90, 38},
{109, 73, 65, 122, 90, 38},
{110, 73, 64, 122, 90, 39},
{110, 73, 64, 123, 90, 39},
{110, 73, 63, 123, 90, 40},
{111, 72, 63, 123, 90, 40},
{111, 72, 62, 124, 90, 40},
{111, 72, 62, 124, 90, 41},
{111, 72, 61, 124, 90, 41},
{112, 72, 61, 125, 90, 42},
{112, 72, 60, 125, 90, 42},
{112, 72, 60, 125, 90, 42},
{113, 71, 59, 126, 90, 43},
{113, 71, 59, 126, 90, 43},
{113, 71, 58, 127, 90, 44},
{113, 71, 58, 127, 90, 44},
{114, 71, 57, 127, 90, 45},
{114, 71, 57, 128, 90, 45},
{114, 71, 56, 128, 90, 45},
{115, 70, 56, 128, 90, 46},
{115, 70, 55, 129, 90, 46},
{115, 70, 55, 129, 90, 47},
{115, 70, 55, 129, 90, 47},
{116, 70, 54, 130, 90, 47},
{116, 70, 54, 130, 90, 48},
{116, 70, 53, 131, 90, 48},
{117, 69, 53, 131, 90, 49},
{117, 69, 52, 131, 90, 49},
{117, 69, 52, 132, 90, 50},
{117, 69, 51, 132, 90, 50},
{118, 69, 51, 132, 90, 50},
{118, 69, 50, 133, 90, 51},
{118, 69, 50, 133, 90, 51},
{119, 68, 49, 133, 90, 52},
{119, 68, 49, 134, 90, 52},
{119, 68, 48, 134, 90, 52},
{119, 68, 48, 135, 90, 53},
{120, 68, 47, 135, 90, 53},
{120, 68, 47, 135, 90, 54},
{120, 67, 46, 136, 90, 54},
{121, 67, 46, 136, 90, 55},
{121, 67, 45, 136, 90, 55},
{121, 67, 45, 137, 90, 55},
{121, 67, 44, 137, 90, 56},
{122, 67, 44, 137, 90, 56},
{122, 67, 43, 138, 90, 57},
{122, 66, 43, 138, 90, 57},
{123, 66, 42, 139, 90, 57},
{123, 66, 42, 139, 90, 58},
{123, 66, 41, 139, 90, 58},
{123, 66, 41, 140, 90, 59},
{124, 66, 40, 140, 90, 59},
{124, 66, 40, 140, 90, 60},
{124, 65, 39, 141, 90, 60},
{125, 65, 39, 141, 90, 60},
{125, 65, 38, 141, 90, 61},
{125, 65, 38, 142, 90, 61},
{125, 65, 37, 142, 90, 62},
{126, 65, 37, 143, 90, 62},
{126, 65, 36, 143, 90, 62},
