{90, 70, 29, 161, 90, 72},
{90, 71, 28, 161, 90, 72},
{90, 71, 28, 160, 90, 72},
{90, 71, 27, 159, 90, 72},
{90, 71, 26, 159, 90, 72},
{90, 71, 25, 158, 90, 72},
{90, 71, 25, 157, 90, 72},
{90, 71, 24, 157, 90, 72},
{90, 71, 23, 156, 90, 72},
{90, 71, 23, 156, 90, 72},
{90, 71, 22, 155, 90, 72},
{90, 71, 21, 154, 90, 72},
{90, 71, 21, 154, 90, 72},
{90, 71, 20, 153, 90, 72},
{90, 71, 20, 152, 90, 72},
{90, 71, 19, 152, 90, 72},
{90, 71, 18, 151, 90, 72},
{90, 71, 18, 150, 90, 72},
{90, 71, 17, 150, 90, 72},
{90, 71, 17, 149, 90, 72},
